min_ndvi,max_ndvi,mean_ndvi,std_ndvi,vegetation_coverage,water_snow_pct,bare_soil_pct,sparse_veg_pct,moderate_veg_pct,dense_veg_pct,water_bodies_pct,mean_evi,max_evi
-0.5,1.0,0.1422058929336054,0.13233915037619665,17.539215087890625,2.1503448486328125,78.99093627929688,12.973785400390625,3.940582275390625,1.9443511962890625,0.299835205078125,0.37965272887270995,85.0
