min_ndvi,max_ndvi,mean_ndvi,std_ndvi,vegetation_coverage,water_snow_pct,bare_soil_pct,sparse_veg_pct,moderate_veg_pct,dense_veg_pct,water_bodies_pct,mean_evi,max_evi
-1.0,1.0,0.262564534697212,0.2445148918785393,62.866425459769545,25.646212189077012,11.481026937535045,27.226527947817026,28.926904688438327,6.719328237132591,0.10480804642320363,0.7207909693636483,25925.0
